title,location_id,nid,address,city,state_code,zip_code,chargers,common_name,open_soon,latitude,longitude,location_type,num_of_chargers,power,id,date_opened,state_name,population_2019,site_size
"Fort Drum, FL Supercharger",fortdrumsupercharger,6944,184 Florida's Turnpike,Okeechobee,FL,34972,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 150kW</p>",Fort Drum Service Plaza,0,27.60089,-80.82286,"['supercharger', 'standard charger']",10.0,150.0,410.0,2014-11-26,Florida,21477737.0,medium
DeFuniak Springs Supercharger,defuniakspringssupercharger,7176,Corner of Baldwin Ave. & 10th Street,DeFuniak Springs,FL,32435,"<p><strong>Charging</strong><br />5 superchargers, available 24/7, up to 150kW</p>",,0,30.720702,-86.116677,"['supercharger', 'standard charger']",5.0,150.0,252.0,2015-01-09,Florida,21477737.0,low
Marathon Supercharger,marathonsupercharger,9080,9400 Overseas Hwy.,Marathon,FL,33050,"<p><strong>Charging</strong><br />4 superchargers, available 24/7, up to 150kW</p>",Florida Keys Marathon Airport,0,24.725916,-81.047519,['supercharger'],4.0,150.0,450.0,2015-05-02,Florida,21477737.0,low
Tallahassee Supercharger,tallahasseesupercharger,11840,3528 Thomasville Rd,Tallahassee,FL,32308,"<p><strong>Charging</strong><br />6 superchargers, available 24/7, up to 150kW</p>",Village Commons Shopping Center,0,30.510908,-84.247841,"['supercharger', 'standard charger']",6.0,150.0,696.0,2015-09-23,Florida,21477737.0,low
Plantation Supercharger,plantationsupercharger,13946,801 S. University Drive,Plantation,FL,33324,"<p><strong>Charging</strong><br />16 Superchargers, available 24/7, up to 150kW</p>",The Fountains,0,26.108605,-80.252444,"['supercharger', 'standard charger']",16.0,150.0,384.0,2015-12-19,Florida,21477737.0,high
Naples Supercharger,naplessupercharger,26741,499 Bayfront Place,Naples,FL,34102-6454,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 150kW</p>",Bayfront,0,26.144547,-81.788834,"['supercharger', 'standard charger']",8.0,150.0,895.0,2017-02-23,Florida,21477737.0,medium
Florida City Supercharger,floridacitysupercharger,28477,33505 South Dixie Hwy,Florida City,FL,,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 150kW</p>",Sonny's BBQ,0,25.456567,-80.474333,['supercharger'],8.0,150.0,1065.0,2017-06-02,Florida,21477737.0,medium
Live Oak Supercharger,liveoaksupercharger,28537,6458 US-129,Live Oak,FL,32060,"<p><strong>Charging</strong><br/>12 superchargers, available 24/7, up to 150kW</p>",Busy Bee,0,30.331396,-82.961363,"['supercharger', 'standard charger']",12.0,150.0,1190.0,2017-08-20,Florida,21477737.0,medium
"Miami, FL - NE 41st Street Supercharger",miamine41stsupercharger,28565,90 NE 41st Street,Miami,FL,33137,"<p><strong>Charging</strong><br/>14 Superchargers, available 24/7, up to 72kW</p>",Museum Garage,0,25.813933,-80.194551,"['supercharger', 'standard charger']",14.0,72.0,1662.0,2018-06-23,Florida,21477737.0,medium
"Orlando, FL - W. Sand Lake Rd Supercharger",orlandofloridasupercharger,28600,6500 West Sand Lake Road,Orlando,FL,32819-8902,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Wawa,0,28.449796,-81.466107,"['supercharger', 'standard charger']",8.0,150.0,1390.0,2018-03-10,Florida,21477737.0,medium
Sarasota Supercharger,sarasotafloridasupercharger,28664,5903 Honore Ave,Sarasota,FL,34238,"<p><strong>Charging</strong><br/>20 Superchargers, available 24/7, up to 150kW</p>",University Station,0,27.386298,-82.464374,"['supercharger', 'standard charger']",20.0,150.0,1193.0,2017-08-19,Florida,21477737.0,high
"West Melbourne, FL Supercharger",westmelbournesupercharger,28721,206 Palm Bay Road,West Melbourne,FL,32904-0000,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Hammock Landing,0,28.037013,-80.664151,"['supercharger', 'standard charger']",8.0,150.0,1181.0,2017-12-16,Florida,21477737.0,medium
"West Palm Beach, FLWest Palm Beach, FL - Garden Road Supercharger",westpalmbeachfloridasupercharger,28723,7289 Garden Road,West Palm Beach,FL,33404,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Wawa,0,26.7819,-80.092779,"['supercharger', 'standard charger']",8.0,150.0,1795.0,2018-12-21,Florida,21477737.0,medium
"Altamonte Springs, FL Supercharger",altamontespringssupercharger,34054,355 East Altamonte Drive,Altamonte Springs,FL,32701,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Renaissance Centre,0,28.665051,-81.381411,"['supercharger', 'standard charger']",8.0,150.0,1254.0,2018-05-27,Florida,21477737.0,medium
"Aventura, FL Supercharger",aventuraflsupercharger,34084,19501 Biscayne Boulevard,Aventura,FL,33180,"<p><strong>Charging</strong><br/>35 Superchargers, available 24/7, up to 72kW</p>",Aventura Mall,0,25.959456,-80.143016,"['supercharger', 'standard charger']",35.0,72.0,1537.0,2018-05-17,Florida,21477737.0,high
"Boca Raton, FL",BocaRatonFLsupercharger,34130,,Boca Raton,FL,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,26.368288,-80.12889,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Celebration, FL Supercharger",celebrationfloridasupercharger,34189,6210 W Irlo Bronson Memorial Hwy,Celebration,FL,34747,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Shoppes at Celebration Place,0,28.331278,-81.53247,"['supercharger', 'standard charger']",8.0,150.0,1924.0,2019-05-21,Florida,21477737.0,medium
"Delray Beach, FL Supercharger",delraybeachflsupercharger,34255,14851 Lyons Road,Delray Beach,FL,33446,"<p><strong>Charging</strong><br/>18 Superchargers, available 24/7, up to 150kW</p>",Delray Marketplace,0,26.455624,-80.190377,"['supercharger', 'standard charger']",18.0,150.0,1661.0,2018-07-01,Florida,21477737.0,high
"Panama City Beach, FL Supercharger",destinfloridasupercharger,34260,14100 Panama City Beach Parkway,Panama City Beach,FL,32413,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Busy Bee,0,30.211676,-85.849298,"['supercharger', 'standard charger']",8.0,250.0,2379.0,2020-08-28,Florida,21477737.0,medium
"Fort Myers, FL - Dani Drive Supercharger",fortmyersflsupercharger,34321,9355 Six Mile Cypress Parkway,Fort Myers,FL,33966-6527,"<p><strong>Charging</strong><br/>14 Superchargers, available 24/7, up to 150kW</p>",Colonial Square,0,26.60777,-81.809942,"['supercharger', 'standard charger']",14.0,150.0,1645.0,2018-07-02,Florida,21477737.0,medium
"Gainesville, FL Supercharger",gainesvillefloridasupercharger,34337,3217 Southwest 35th Boulevard,Gainesville,FL,32608,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 150kW</p>",Butler Town Center,0,29.624414,-82.376777,"['supercharger', 'standard charger']",10.0,150.0,1648.0,2019-04-17,Florida,21477737.0,medium
"Jacksonville, FL",JacksonvilleFLsupercharger,34455,,Jacksonville,FL,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,30.332247,-81.6562,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Lakeland, FL Supercharger",lakelandflsupercharger,34497,4320 US Highway 98 North,Lakeland,FL,33809,"<p><strong>Charging</strong><br/>7 Superchargers, available 24/7, up to 250kW</p>",Wawa,0,28.097815,-81.974737,"['supercharger', 'standard charger']",7.0,250.0,2326.0,2020-09-03,Florida,21477737.0,low
"Pembroke Pines, FL Supercharger",pembrokepinesflsupercharger,34595,14804-14954 Pines Boulevard,Pembroke Pines,FL,33027,"<p><strong>Charging</strong><br/>16 Superchargers, available 24/7, up to 150kW</p>",Cobblestone Plaza,0,26.007326,-80.348783,"['supercharger', 'standard charger']",16.0,150.0,1554.0,2018-10-12,Florida,21477737.0,high
"Clearwater, FL Supercharger",clearwaterflsupercharger,34725,26508 US Highway 19 North,Clearwater,FL,33761,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Wawa,0,28.013251,-82.735903,"['supercharger', 'standard charger']",8.0,250.0,2111.0,2020-02-18,Florida,21477737.0,medium
"Tampa, FL - West Swann Avenue Supercharger",tampawestswannavesupercharger,34726,2100 West Swann Avenue,Tampa,FL,33606,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 150kW</p>",Winn-Dixie,0,27.937128,-82.481121,"['supercharger', 'standard charger']",10.0,150.0,1619.0,2018-08-01,Florida,21477737.0,medium
"Tampa, FL Supercharger",tampafloridasupercharger,41075,2502 North 50th Street,Tampa,FL,33619-2742,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Wawa,0,27.965335,-82.402003,"['supercharger', 'standard charger']",8.0,150.0,1481.0,2018-02-24,Florida,21477737.0,medium
"Titusville, FL Supercharger",cocoawestsupercharger,43526,3055 Columbia Blvd,Titusville,FL,32780,"<p><strong>Charging</strong><br/>16 superchargers, available 24/7, up to 250kW</p>",Target ,0,28.552813,-80.84066,"['supercharger', 'standard charger']",16.0,250.0,2527.0,2020-10-18,Florida,21477737.0,high
"Ochopee, FL Supercharger",ochopeeflsupercharger,43651,47801 West State Road 84,Ochopee,FL,34141,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 250kW</p>",Miccosukee Service Plaza,0,26.174423,-80.856205,"['supercharger', 'standard charger']",12.0,250.0,2167.0,2020-02-14,Florida,21477737.0,medium
"Palm Coast, FL Supercharger",palmcoastsupercharger,43659,5600 State Rd 100 E,Palm Coast,FL,32164,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Wawa,0,29.476293,-81.206367,"['supercharger', 'standard charger']",8.0,250.0,2276.0,2020-11-13,Florida,21477737.0,medium
"Pensacola, FL",PensacolaFLsupercharger,43662,,Pensacola,FL,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,30.421292,-87.217315,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Orlando, FL - North Alafaya Trail Supercharger",aafayatrailsupercharger,43712,413 North Alafaya Trail,Orlando,FL,32828,"<p><strong>Charging</strong><br/>14 Superchargers, available 24/7, up to 150kW</p>",Waterford Lakes Town Center,0,28.555349,-81.199006,"['supercharger', 'standard charger']",14.0,150.0,1777.0,2019-02-19,Florida,21477737.0,medium
"Winter Garden, FL Supercharger",wintergardenflsupercharger,43727,"13501 West Colonial Drive
",Winter Garden,FL,34787,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Wawa,0,28.552169,-81.584007,"['supercharger', 'standard charger']",8.0,250.0,2364.0,2020-12-18,Florida,21477737.0,medium
"Miami, FL - SW 8th Street Supercharger",miami8thstsupercharger,43893,701 South Miami Avenue,Miami,FL,33130-1946,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 72kW</p>",Brickell City Centre,0,25.766875,-80.194524,"['supercharger', 'standard charger']",10.0,72.0,1629.0,2018-06-01,Florida,21477737.0,medium
"Jacksonville, FL - County Road Supercharger",jacksonvilleflcountyrdsupercharger,47880,2220 County Road 210,St. Johns,FL,32259,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 150kW</p>",St. Johns Commons,0,30.06027,-81.514067,"['supercharger', 'standard charger']",10.0,150.0,1776.0,2018-12-20,Florida,21477737.0,medium
"Riverview, FL Supercharger",riverviewsupercharger,49115,10665 Big Bend Road,Riverview,FL,33578,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 150kW</p>",Winn-Dixie,0,27.791411,-82.332817,"['supercharger', 'standard charger']",10.0,150.0,1820.0,2019-02-14,Florida,21477737.0,medium
"Miami, FL - Mary Brickell Village Supercharger",marybrickellvillagesupercharger,50366,900 S Miami Ave,Miami,FL,33130,"<p><strong>Charging</strong><br/>4 Superchargers, available 24/7, up to 72kW</p>",Mary Brickell Village,0,25.764698,-80.194289,"['supercharger', 'standard charger']",4.0,72.0,1956.0,2019-05-05,Florida,21477737.0,low
"Daytona Beach, FL Supercharger",daytonabeachsupercharger,52627,2500 West International Speedway Boulevard,Daytona Beach,FL,32114,"<p><strong>Charging</strong><br/>12 superchargers, available 24/7, up to 250kW</p>",Target ,0,29.183087,-81.078989,"['supercharger', 'standard charger']",12.0,250.0,2468.0,2020-11-01,Florida,21477737.0,medium
"Deerfield Beach, FL Supercarger",deerfieldbeachsupercharger,52628,20 SW 12th Avenue,Deerfield Beach,FL,33442,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Wawa,0,26.317396,-80.119858,"['supercharger', 'standard charger']",8.0,250.0,2227.0,2020-02-25,Florida,21477737.0,medium
"Vero Beach, FL Supercharger",verobeachsupercharger,52630,9050 20th Street,Vero Beach,FL,32966,"<p><strong>8 Superchargers, available 24/7, up to 250kW</p>",Wawa,0,27.640419,-80.51272,"['supercharger', 'standard charger']",8.0,250.0,2329.0,2020-03-16,Florida,21477737.0,medium
"Kissimmee, FL Supercharger",kissimmeesupercharger,52912,7940 West Irlo Bronson Memorial Highway,Kissimmee,FL,34747,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Wawa,0,28.345501,-81.604193,['supercharger'],8.0,150.0,1890.0,2020-01-13,Florida,21477737.0,medium
"Miami, FL - SW 24th Street Supercharger",miami24thsupercharger,52914,6971 SW 24th Street,Miami,FL,33155,"<p><Strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Wawa,0,25.748193,-80.307917,"['supercharger', 'standard charger']",8.0,250.0,2147.0,2020-01-30,Florida,21477737.0,medium
"Fort Lauderdale, FL Supercharger",fortlauderdaleflsupercharger,53321,2620 West Broward Boulevard,Fort Lauderdale,FL,33312,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Wawa,0,26.120873,-80.177153,"['supercharger', 'standard charger']",8.0,250.0,2085.0,2020-04-06,Florida,21477737.0,medium
"Deltona, FL Supercharger",Deltonaflsupercharger,53463,3400 Howland Blvd,Deltona,FL,32725,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Wawa,0,28.950084,-81.250567,"['supercharger', 'standard charger']",8.0,250.0,2330.0,2020-04-25,Florida,21477737.0,medium
"Miami, FL - South Dixie Highway Supercharger",miamiflsouthdixiehighwaysupercharger,53767,8312 South Dixie Highway,Miami,FL,33143,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 72kW</p>",Dadeland Station,0,25.693542,-80.304684,"['supercharger', 'standard charger']",12.0,72.0,2370.0,2020-06-11,Florida,21477737.0,medium
"Lady Lake, FL Supercharger",ladylakeflsupercharger,54527,116 North Highway 27/441,Lady Lake,FL,32159,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Wawa,0,28.916749,-81.922594,"['supercharger', 'standard charger']",8.0,250.0,2449.0,2020-09-09,Florida,21477737.0,medium
"Jacksonville, FL - Chaffee Road Supercharger",jacksonvilleflchaffeeroadsupercharger,54575,703 Chaffee Road,Jacksonville,FL,32221,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Winn-Dixie,0,30.307235,-81.847924,['supercharger'],8.0,250.0,2451.0,2020-09-19,Florida,21477737.0,medium
"Fort Pierce, FL Supercharger",forepierceflsupercharger,54622,5575 Okeechobee Road,Fort Pierce,FL,34947,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Wawa,0,27.416831,-80.381893,"['supercharger', 'standard charger']",8.0,250.0,2510.0,2020-10-02,Florida,21477737.0,medium
"Canoe Creek, FL",CanoeCreekFLsupercharger,55744,,Canoe Creek,FL,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,28.086318,-81.265561,"['supercharger', 'standard charger']",,,2502.0,,Florida,21477737.0,
"Coral Gables, FL",CoralGablesFLsupercharger,55770,,Coral Gables,FL,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,25.749343,-80.2627,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Crestview, FL Supercharger",CrestviewFLsupercharger,55774,2670 South Ferdon Boulevard,Crestview,FL,32536,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Redstone Plaza,0,30.733783,-86.566653,"['supercharger', 'standard charger']",8.0,250.0,2666.0,2021-02-17,Florida,21477737.0,medium
"Crystal River, FL",CrystalRiverFLsupercharger,55775,,Crystal River,FL,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,28.902396,-82.593102,"['supercharger', 'standard charger']",,,2639.0,,Florida,21477737.0,
"Cutler Bay, FL",CutlerBayFLsupercharger,55777,,Cutler Bay,FL,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,25.580788,-80.346838,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Davenport, FL",DavenportFLsupercharger,55779,,Davenport,FL,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,28.161465,-81.601721,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Davie, FL",DavieFLsupercharger,55780,,Davie,FL,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,26.076458,-80.25223,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Elkton, FL",ElktonFLsupercharger,55803,,Elkton,FL,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,29.782937,-81.425878,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Land O' Lakes, FL Supercharger",LandOLakesFLsupercharger,55860,25155 Maren Way,Land O' Lakes,FL,33559,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Wawa,0,28.189871,-82.400237,"['supercharger', 'standard charger']",8.0,250.0,2570.0,2021-02-03,Florida,21477737.0,medium
"Marianna, FL Supercharger",MariannaFLsupercharger,55878,2070 FL-71,Marianna,FL,32448,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Dickey's Barbecue Pit,0,30.716011,-85.184298,"['supercharger', 'standard charger']",8.0,250.0,2417.0,2021-01-29,Florida,21477737.0,medium
"Miami Beach, FL",MiamiBeachFLsupercharger,55894,,Miami Beach,FL,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,25.79235,-80.129732,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Miami Beach, FL",MiamiBeachFLsupercharger2,55895,,Miami Beach,FL,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,25.780514,-80.140924,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Naples, FL",NaplesFLsupercharger,55912,,Naples,FL,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,26.272829,-81.742699,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Okahumpka, FL",OkahumpkaFLsupercharger,55931,,Okahumpka,FL,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,28.782388,-81.9744,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Orlando, FL - Millenia",OrlandoFLMilleniasupercharger,55937,,Orlando,FL,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,28.478824,-81.449374,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Orlando, FL - Palm Pkwy",OrlandoFLPalmPkwysupercharger,55938,,Orlando,FL,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,28.377584,-81.50459,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Perry, FL",PerryFLsupercharger,55944,,Perry,FL,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,30.111562,-83.582096,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Pompano Beach, FL",PompanoBeachFLsupercharger,55950,,Pompano Beach,FL,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,26.231525,-80.1775,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Port St. Lucie, FL",PortStLucieFLsupercharger,55954,,Port St. Lucie,FL,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,27.295574,-80.3705,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Rockledge, FL",RockledgeFLsupercharger,55972,,Rockledge,FL,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,28.295297,-80.742897,"['supercharger', 'standard charger']",,,2603.0,,Florida,21477737.0,
"Sanford, FL",SanfordFLsupercharger,56003,,Sanford,FL,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,28.800798,-81.273102,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"St. Petersburg, FL",StPetersburgFLsupercharger,56026,,St. Petersburg,FL,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,27.767135,-82.638462,"['supercharger', 'standard charger']",,,2594.0,2021-02-20,Florida,21477737.0,
"Venice, FL",VeniceFLsupercharger,56061,,Venice,FL,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,27.099949,-82.450026,"['supercharger', 'standard charger']",,,2615.0,,Florida,21477737.0,
"West Palm Beach, FL",WestPalmBeachFLsupercharger,56073,,West Palm Beach,FL,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,26.71444,-80.0549,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"West Palm Beach, FL",WestPalmBeachFLsupercharger2,56074,,West Palm Beach,FL,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,26.617454,-80.1737,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Winter Park, FL",WinterParkFLsupercharger,56081,,Winter Park,FL,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,28.600148,-81.33916,"['supercharger', 'standard charger']",,,,,Florida,21477737.0,
"Yulee, FL",YuleeFLsupercharger,56087,,Yulee,FL,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,30.631209,-81.606737,"['supercharger', 'standard charger']",,,2542.0,,Florida,21477737.0,
"Jacksonville, FL - Gate Parkway Supercharger",jacksonville4866flsupercharger,56110,4866 Gate Parkway,Jacksonville,FL,32246,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Town Center and Gate,0,30.253396,-81.536872,"['supercharger', 'standard charger']",8.0,150.0,1663.0,2018-08-29,Florida,21477737.0,medium
"Saint Petersburg, FL Supercharger",saintpetersburgflsupercharger,57618,3637 34th Street South,Saint Petersburg,FL,33711,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Wawa,0,27.734678,-82.680354,"['supercharger', 'standard charger']",8.0,250.0,,,Florida,21477737.0,medium
"Gallup, NM Supercharger",gallupsupercharger,6375,111 Twin Buttes Rd,Gallup,NM,87301,"<p><strong>Charging</strong><br />4 Superchargers, available 24/7, up to 150kW</p>",Hampton Inn Gallup,0,35.505278,-108.828094,"['supercharger', 'standard charger']",4.0,150.0,156.0,2014-01-07,New Mexico,2096829.0,low
Santa Rosa Supercharger,santarosanmsupercharger,7863,2516 Historic Route 66,Santa Rosa,NM,88435,"<p><strong>Charging</strong><br />6 superchargers, available 24/7, up to 150kW</p>",Holiday Inn Express Santa Rosa,0,34.947013,-104.647997,"['supercharger', 'standard charger']",6.0,150.0,570.0,2015-03-13,New Mexico,2096829.0,low
Tucumcari Supercharger,tucumcarinmsupercharger,9419,2624 S Adams St.,Tucumcari,NM,88401,"<p><strong>Charging</strong><br />6 superchargers, available 24/7, up to 150kW</p>",Holiday Inn Express & Suites Tucumcari,0,35.15396,-103.7226,"['supercharger', 'standard charger']",6.0,150.0,546.0,2015-04-21,New Mexico,2096829.0,low
Albuquerque Supercharger,albuquerquesupercharger,10600,2600 Menaul Blvd NE,Albuquerque,NM,87107,"<p><strong>Charging</strong><br/>6 superchargers, available 24/7, up to 150kW</p>",Applebee's,0,35.108486,-106.612804,['supercharger'],6.0,150.0,571.0,2015-09-04,New Mexico,2096829.0,low
"Las Vegas, NM Supercharger",lasvegasnmsupercharger,10696,2500 N. Grand Ave.,Las Vegas,NM,87701,"<p><strong>Charging</strong><br />6 superchargers, available 24/7, up to 150kW</p>",Comfort Inn,0,35.622048,-105.205417,"['supercharger', 'standard charger']",6.0,150.0,578.0,2015-09-14,New Mexico,2096829.0,low
Santa Fe Supercharger,santafesupercharger,26728,8380 Cerrillos Rd,Santa Fe,NM,87507-4415,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 150kW</p>",Fashion Outlets of Santa Fe,0,35.611872,-106.031442,"['supercharger', 'standard charger']",8.0,150.0,958.0,2017-04-13,New Mexico,2096829.0,medium
Truth or Consequences Supercharger,truthorconsequencessupercharger,28705,2201 F.G. Amin Street,Truth or Consequences,NM,87901,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 150kW</p>",,0,33.15524,-107.251642,"['supercharger', 'standard charger']",8.0,150.0,1160.0,2017-07-08,New Mexico,2096829.0,medium
"Clayton, NM",ClaytonNMsupercharger,34223,,Clayton,NM,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,36.451722,-103.184267,"['supercharger', 'standard charger']",,,,,New Mexico,2096829.0,
"Clovis, NM",ClovisNMsupercharger,34226,,Clovis,NM,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.4047987,-103.2052272,"['supercharger', 'standard charger']",,,,,New Mexico,2096829.0,
"Grants, NM",GrantsNMsupercharger,34360,,Grants,NM,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,35.150593,-107.85,"['supercharger', 'standard charger']",,,,,New Mexico,2096829.0,
"Farmington, NM Supercharger",farmingtonnmsupercharger,52901,4200 Sierra Vista Drive,Farmington,NM,87402-8302,"<p><strong>Charging</strong><br/>4 Superchargers, available 24/7, up to 150kW</p>",Marriott TownePlace Suites Farmington,0,36.76644,-108.144956,['supercharger'],4.0,150.0,155.0,2014-01-10,New Mexico,2096829.0,low
"Soccoro, NM",SoccoroNMsupercharger,56016,,Soccoro,NM,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.0583995,-106.8914159,"['supercharger', 'standard charger']",,,,,New Mexico,2096829.0,
