title,location_id,nid,address,city,state_code,zip_code,chargers,common_name,open_soon,latitude,longitude,location_type,num_of_chargers,power,id,date_opened,state_name,population_2019,site_size
"Albany, NY Supercharger",albanysupercharger,6293,131 Colonie Center,Albany,NY,12205,"<p><strong>Charging</strong><br />6 Superchargers, available 24/7, up to 150kW</p>",Colonie Center,0,42.710356,-73.819109,"['supercharger', 'standard charger']",6.0,150.0,160.0,2014-04-30,New York,19453561.0,low
"JFK - Queens, NY Supercharger",jfksupercharger,6407,150th Ave and 147th St,Queens,NY,11430,"<p><strong>Charging</strong><br />4 Superchargers, available 24/7, up to 150kW</p>",JFK Airport Travel Plaza,0,40.66319,-73.793192,"['supercharger', 'standard charger']",4.0,150.0,161.0,2013-12-23,New York,19453561.0,low
Utica Supercharger,uticanysupercharger,7654,50 Auert Ave.,Utica,NY,13501,"<p><strong>Charging</strong><br />8 superchargers, available 24/7, up to 150kW</p>",North Utica Shopping Center,0,43.113878,-75.206857,"['supercharger', 'standard charger']",8.0,150.0,545.0,2015-02-11,New York,19453561.0,medium
Syracuse Supercharger,syracusesupercharger,9018,441 Electronics Parkway,Liverpool,NY,13088,"<p><strong>Charging</strong><br />8 superchargers, available 24/7, up to 150kW</p>",Holiday Inn Syracuse/Liverpool,0,43.102424,-76.187446,"['supercharger', 'standard charger']",8.0,150.0,547.0,2015-04-16,New York,19453561.0,medium
Buffalo Supercharger,buffalosupercharger,9563,4455 Transit Road,Buffalo,NY,14221,"<p><strong>Charging</strong><br />8 superchargers, available 24/7, up to 150kW</p>",Shops at Main / Transit,0,42.968675,-78.69568,"['supercharger', 'standard charger']",8.0,150.0,415.0,2015-06-11,New York,19453561.0,medium
Newburgh Supercharger,newburghsupercharger,9806,1217 NY-300,Newburgh,NY,12550,"<p><strong>Charging</strong><br />6 superchargers, available 24/7, up to 150kW</p>",Cosimo's on Union,0,41.499616,-74.071324,"['supercharger', 'standard charger']",6.0,150.0,592.0,2015-06-23,New York,19453561.0,low
Binghamton Supercharger,binghamtonsupercharger,12306,1062 Front Street,Binghamton,NY,13905,"<p><strong>Charging</strong><br />8 superchargers, available 24/7, up to 150kW</p>",The Spot Restaurant,0,42.145542,-75.902081,"['supercharger', 'standard charger']",8.0,150.0,717.0,2015-11-01,New York,19453561.0,medium
Southampton Supercharger,southamptonsupercharger,18154,850 County Road 39,Southampton,NY,11968,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 150kW</p>",Cafe Crust,0,40.891909,-72.426995,"['supercharger', 'standard charger']",8.0,150.0,817.0,2016-06-03,New York,19453561.0,medium
Plattsburgh Supercharger,plattsburghsupercharger,18350,60 Smithfield Blvd,Plattsburgh,NY,12901,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 150kW</p>",Champlain Centre,0,44.704537,-73.491829,"['supercharger', 'standard charger']",8.0,150.0,822.0,2016-06-09,New York,19453561.0,medium
Watertown Supercharger,watertownsupercharger,18633,21182 Salmon Run Mall Loop W,Watertown,NY,13601,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 150kW</p>",Salmon Run Mall,0,43.979585,-75.954114,"['supercharger', 'standard charger']",8.0,150.0,869.0,2016-06-24,New York,19453561.0,medium
Queensbury Supercharger,queensburysupercharger,19169,578 Aviation Road,Queensbury,NY,12804,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 150kW</p>",Aviation Mall,0,43.328388,-73.679992,"['supercharger', 'standard charger']",8.0,150.0,883.0,2016-07-15,New York,19453561.0,medium
Kingston Supercharger,kingstonnysupercharger,21115,640 Washington Ave.,Kingston,NY,12401,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 150kW</p>",QuickChek,0,41.941893,-74.027428,"['supercharger', 'standard charger']",8.0,150.0,924.0,2016-10-18,New York,19453561.0,medium
Tarrytown Supercharger,tarrytownsupercharger,23018,600 White Plains Road,Tarrytown,NY,10591-5104,"<p><strong>Charging</strong><br/>12 superchargers, available 24/7, up to 150kW</p>",Sheraton Tarrytown Hotel,0,41.0615,-73.836457,"['supercharger', 'standard charger']",12.0,150.0,925.0,2016-12-02,New York,19453561.0,medium
Erwin Supercharger,erwinnysupercharger,28466,125 Victory Hwy,Erwin,NY,14870,"<p><strong>Charging</strong><br/>10 superchargers, available 24/7, up to 150kW</p>",,0,42.170757,-77.108063,"['supercharger', 'standard charger']",10.0,150.0,1082.0,2017-07-25,New York,19453561.0,medium
"New York, NY - 59 Allen Street Supercharger",ny59allenstsupercharger,28542,59 Allen Street,Lower Manhattan,NY,95123,"<p><strong>Charging</strong><br/>4 Superchargers, available 24/7, up to 72kW</p>",,0,40.717153,-73.991869,"['supercharger', 'standard charger']",4.0,72.0,1683.0,2018-07-25,New York,19453561.0,low
"New Rochelle, NY Supercharger",newrochellesupercharger,28588,33 LeCount Place and Huguenot Street,New Rochelle,NY,10801-6408,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 72kW</p>",New Roc Garage,0,40.912547,-73.780488,"['supercharger', 'standard charger']",8.0,72.0,1053.0,2018-06-04,New York,19453561.0,medium
"Queens, NY - Queens Center Supercharger",queensnysupercharger,28623,90-15 Queens Boulevard,Queens,NY,11373,"<p><strong>Charging</strong><br/>10 Superchargers, available Monday - Saturday 6:00am - 12:00am, Sunday 8:00am - 11:00pm, up to 72kW</p>",Queens Center,0,40.735082,-73.87067,"['supercharger', 'standard charger']",10.0,72.0,1721.0,2018-10-03,New York,19453561.0,medium
Victor Supercharger,victornysupercharger,28631,7979 Pittsford Victor Rd,Victor,NY,14564,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 150kW</p>",Eastview Mall,0,43.028655,-77.440128,['supercharger'],8.0,150.0,1024.0,2017-06-01,New York,19453561.0,medium
"Yonkers, NY Supercharger",yonkerssupercharger,28732,Archer Street,Yonkers,NY,10701-3230,"<p><strong>Charging</strong><br/>18 Superchargers, available 24/7, up to 72kW</p>",Westchester's Ridge Hill,0,40.963395,-73.854936,"['supercharger', 'standard charger']",18.0,72.0,1467.0,2018-07-02,New York,19453561.0,high
"Salamanca, NY Supercharger",salamancasupercharger,28852,777 Seneca Allegany Boulevard,Salamanca,NY,14779,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Seneca Allegany Resort & Casino,0,42.153337,-78.747913,"['supercharger', 'standard charger']",8.0,150.0,1825.0,2019-01-31,New York,19453561.0,medium
Guilderland Supercharger,guilderlandsupercharger,33020,1 Crossgates Mall Road,Guilderland,NY,12203,"<p><strong>Charging</strong><br/>20 superchargers, available 24/7, up to 150kW</p>",Crossgates Mall,0,42.68869,-73.853254,"['supercharger', 'standard charger']",20.0,150.0,1175.0,2017-08-16,New York,19453561.0,high
"Brooklyn, NY - Brooklyn Museum Supercharger",brooklynnysupercharger,34156,878 Washington Avenue,Brooklyn,NY,11225,"<p><strong>Charging</strong><br/>6 Superchargers, available 24/7, up to 72kW</p",Brooklyn Museum,0,40.669936,-73.963069,"['supercharger', 'standard charger']",6.0,72.0,1685.0,2018-09-29,New York,19453561.0,low
"Brooklyn, NY - N. 12th Street Supercharger",brooklyn12thstreetsupercharger,34157,113 N. 12th Street,Brooklyn,NY,11249,"<p><strong>Charging</strong><br/>4 Superchargers, available 24/7, up to 72kW</p>",,0,40.721853,-73.956658,"['supercharger', 'standard charger']",4.0,72.0,1329.0,2017-10-09,New York,19453561.0,low
"Cheektowaga, NY Supercharger",cheektowaganysupercharger,34163,2013 Walden Avenue,Cheektowaga,NY,14225,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",,0,42.90768,-78.76212,"['supercharger', 'standard charger']",8.0,250.0,2252.0,2020-02-08,New York,19453561.0,medium
"Plainview, NY Supercharger",plainviewsupercharger,34409,1427 Old Country Road,Plainview,NY,11803-5010,"<p><strong>Charging</strong><br/>6 Superchargers, available 24/7, up to 150kW</p>",Country Pointe Plainview,0,40.779854,-73.450709,"['supercharger', 'standard charger']",6.0,150.0,1552.0,2018-06-29,New York,19453561.0,low
"Islandia, NY Supercharger",islandiasupercharger,34450,1750 Veterans Hwy,Islandia,NY,11598,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 150kW</p>",,0,40.804844,-73.180149,"['supercharger', 'standard charger']",10.0,150.0,1563.0,2018-08-11,New York,19453561.0,medium
"Ithaca, NY Supercharger",ithacanysupercharger,34453,740 South Meadow Street,Ithaca,NY,14850,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",South Meadow Marketplace,0,42.428603,-76.509016,"['supercharger', 'standard charger']",8.0,150.0,2056.0,2019-07-24,New York,19453561.0,medium
"Oneonta, NY Supercharger",oneontanysupercharger,34582,4968 NY-23,Oneonta,NY,13820,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Mirabito Convenience Store,0,42.447913,-75.048911,"['supercharger', 'standard charger']",8.0,250.0,1763.0,2020-02-07,New York,19453561.0,medium
"Roscoe, NY Supercharger",roscoenysupercharger,34630,1908 Old Route 17,Roscoe,NY,12776,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Roscoe Diner,0,41.930457,-74.908814,"['supercharger', 'standard charger']",8.0,150.0,1739.0,2019-02-12,New York,19453561.0,medium
"New York, NY - Mott Street Supercharger",newyorkmottstsupercharger,34753,106 Mott Street,New York,NY,10013-4600,"<p><strong>Charging</strong><br/>2 Superchargers, available 24/7, up to 72kW</p>",,0,40.717522,-73.997302,"['supercharger', 'standard charger']",2.0,72.0,1517.0,2018-02-21,New York,19453561.0,low
"Valley Stream, NY Supercharger",valleystreamnewyorksupercharger,34758,"2034 Green Acres Mall, Sunrise Highway",Valley Stream,NY,11581,"<p><strong>Charging</strong><br/>16 Superchargers, available 24/7, up to 72kW</p>",,0,40.664127,-73.7251,"['supercharger', 'standard charger']",16.0,72.0,1584.0,2018-05-21,New York,19453561.0,high
"West Nyack, NY Supercharger",westnyacknysupercharger,34786,1000 Palisades Center Drive,West Nyack,NY,10994,"<p><strong>Charging</strong><br/>20 Superchargers, available 24/7, up to 150kW</p>",Palisades Shopping Center,0,41.094668,-73.958628,"['supercharger', 'standard charger']",20.0,150.0,1800.0,2019-07-16,New York,19453561.0,high
"Bayshore, NY",BayshoreNYsupercharger,43479,,Bayshore,NY,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,40.725286,-73.245058,"['supercharger', 'standard charger']",,,,,New York,19453561.0,
"Bronx, NY - Bay Plaza Supercharger",bronxnysupercharger,43480,260 Baychester Avenue,Bronx,NY,10475,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 72kW</p>",Mall at Bay Plaza,0,40.863231,-73.828839,"['supercharger', 'standard charger']",12.0,72.0,1881.0,2019-04-11,New York,19453561.0,medium
"Flushing, NY Supercharger",flushingnewyorksupercharger,43559,136-20 38th Avenue,Flushing,NY,11354,"<p><strong>Charging</strong><Br/>4 Superchargers, available 24/7, up to 72kW</p>
",Queens Crossing,0,40.761015,-73.829777,"['supercharger', 'standard charger']",4.0,72.0,2264.0,2020-01-28,New York,19453561.0,low
"Brooklyn, NY - Atlantic Avenue Supercharger",brooklynatlanticsupercharger,43566,625 Atlantic Avenue B12,Brooklyn,NY,11217,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 72kW</p>v",Atlantic Center,0,40.683715,-73.974337,"['supercharger', 'standard charger']",12.0,72.0,2008.0,2019-06-16,New York,19453561.0,medium
"Lake Placid, NY Supercharger",lakeplacidnewyorksupercharger,43606,1930 Saranac Ave,Lake Placid,NY,12946,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Price Chopper,0,44.2949886,-74.0108916,"['supercharger', 'standard charger']",8.0,250.0,2403.0,2020-07-08,New York,19453561.0,medium
"Ossining, NY Supercharger",ossiningnewyorksupercharger,43656,240 South Highland Avenue,Ossining,NY,10562,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 150kW</p>",Arcadian Shopping Center,0,41.144026,-73.861257,"['supercharger', 'standard charger']",12.0,150.0,1748.0,2019-06-14,New York,19453561.0,medium
"Port Chester, NY",PortChesterNYsupercharger,43670,,Port Chester,NY,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,41.0018,-73.6657,"['supercharger', 'standard charger']",,,,,New York,19453561.0,
"White Plains, NY",WhitePlainsNYsupercharger,43723,,White Plains,NY,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,41.034,-73.7629,"['supercharger', 'standard charger']",,,,,New York,19453561.0,
"Glendale, NY - Cooper Avenue Supercharger",glendalenycoopersupercharger,51215,8000 Cooper Avenue,Glendale,NY,11385,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 72kW</p>",The Shops at Atlas Park,0,40.707998,-73.866983,"['supercharger', 'standard charger']",10.0,72.0,2009.0,2019-06-17,New York,19453561.0,medium
"Middletown, NY Supercharger",middletownnysupercharger,52344,601 East Main Street,Middletown,NY,10941,"<p><strong>Charging</strong><br/>4 Superchargers, available 24/7, up to 150kW</p>",QuickChek,0,41.442795,-74.377247,"['supercharger', 'standard charger']",4.0,150.0,1941.0,2019-09-28,New York,19453561.0,low
"Chestertown, NY Supercharger",chestertownsupercharger,52661,6151 NY-8,Chestertown,NY,12817,"<p><strong>Charging</strong><br/>6 Superchargers, available 24/7, up to 250kW</p>",Stewart's Shops,0,43.665428,-73.784215,"['supercharger', 'standard charger']",6.0,250.0,2321.0,2020-03-05,New York,19453561.0,low
"Fishkill, NY Supercharger",fishkillnysupercharger,52662,18 Westage Drive,Fishkill,NY,12524,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 250kW</p>",Hudson Valley Towne Center,0,41.52674,-73.89449,"['supercharger', 'standard charger']",12.0,250.0,2211.0,2020-03-22,New York,19453561.0,medium
"Manhattan, NY - Vesey Street Supercharger",lowermanhattansupercharger,52663,250 Vesey Street,Manhattan,NY,10080,"<p><strong>Charging</strong><br/>4 Superchargers, available 24/7, up to 72kW</p>",Brookfield Place,0,40.7143965,-74.0164439,"['supercharger', 'standard charger']",4.0,72.0,2263.0,2020-01-28,New York,19453561.0,low
"Staten Island, NY - Veterans Road West Supercharger",statenislandveteransrdsupercharger,52909,2925 Veterans Road West,New York City,NY,10309,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 150kW</p>",Outerbridge Commons,0,40.527032,-74.231204,['supercharger'],12.0,150.0,2026.0,2019-12-31,New York,19453561.0,medium
"Waterloo, NY Supercharger",waterloonysupercharger,52923,1133 Route 414,Waterloo,NY,13165,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",del Lago Resort and Casino,0,42.969313,-76.847523,"['supercharger', 'standard charger']",8.0,150.0,1027.0,2017-03-12,New York,19453561.0,medium
"Copiague, NY Supercharger",copiaguenysupercharger,53174,1147 Sunrise Highway,Copiague,NY,11726,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",QuickChek,0,40.688883,-73.406437,"['supercharger', 'standard charger']",8.0,250.0,1970.0,2020-02-27,New York,19453561.0,medium
"Water Mill, NY Sueprcharger",watermillnysupercharger,54941,760 Montauk Highway,Water Mill,NY,11976,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 250kW</p>",The Mill at Water Mill,0,40.911877,-72.353105,"['supercharger', 'standard charger']",8.0,250.0,2391.0,2020-11-08,New York,19453561.0,medium
"Montauk, NY Supercharger",montauknysupercharger,55223,70 South Euclid Avenue,Montauk,NY,11954,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>","Montauk, NY",0,41.036062,-71.943509,"['supercharger', 'standard charger']",8.0,250.0,2319.0,2020-12-11,New York,19453561.0,medium
"Riverhead, NY - Old Country Road Supercharger",riverheadnyoldcountryroadsupercharger,55224,"1761 Old Country Road
",Riverhead,NY,11901,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Riverhead Town Center,0,40.923424,-72.703538,"['supercharger', 'standard charger']",8.0,250.0,2521.0,2020-12-11,New York,19453561.0,medium
"Astoria, NY",AstoriaNYsupercharger,55712,,Astoria,NY,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,40.774692,-73.9038,"['supercharger', 'standard charger']",,,,,New York,19453561.0,
"Brewster, NY",BrewsterNYsupercharger,55732,,Brewster,NY,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,41.397407,-73.617291,"['supercharger', 'standard charger']",,,,,New York,19453561.0,
"Brooklyn, NY Belt Pkwy",BrooklynNYBeltPkwysupercharger,55736,,Brooklyn,NY,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,40.603796,-74.0191,"['supercharger', 'standard charger']",,,,,New York,19453561.0,
"Carle Place, NY",CarlePlaceNYsupercharger,55745,,Carle Place,NY,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,40.752436,-73.610624,"['supercharger', 'standard charger']",,,,,New York,19453561.0,
"Central Valley, NY",CentralValleyNYsupercharger,55748,,Central Valley,NY,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,41.331723,-74.121295,"['supercharger', 'standard charger']",,,,,New York,19453561.0,
"Chappaqua, NY",ChappaquaNYsupercharger,55749,,Chappaqua,NY,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,41.159437,-73.764837,"['supercharger', 'standard charger']",,,,,New York,19453561.0,
"Hauppauge, NY",HauppaugeNYsupercharger,55832,,Hauppauge,NY,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,40.825496,-73.202715,"['supercharger', 'standard charger']",,,,,New York,19453561.0,
"Lake Grove, NY",LakeGroveNYsupercharger,55859,,Lake Grove,NY,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,40.853074,-73.114979,"['supercharger', 'standard charger']",,,,,New York,19453561.0,
"Malta, NY",MaltaNYsupercharger,55874,,Malta,NY,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,42.985389,-73.786868,"['supercharger', 'standard charger']",,,,,New York,19453561.0,
"Manorville, NY",ManorvilleNYsupercharger,55877,,Manorville,NY,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,40.873419,-72.808,"['supercharger', 'standard charger']",,,,,New York,19453561.0,
"Melville, NY",MelvilleNYsupercharger,55886,,Melville,NY,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,40.793821,-73.415299,"['supercharger', 'standard charger']",,,,,New York,19453561.0,
"Roslyn Heights, NY",RoslynHeightsNYsupercharger,55975,,Roslyn Heights,NY,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,40.788771,-73.647372,"['supercharger', 'standard charger']",,,,,New York,19453561.0,
"Shirley, NY",ShirleyNYsupercharger,56012,,Shirley,NY,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,40.801321,-72.867587,"['supercharger', 'standard charger']",,,,,New York,19453561.0,
"Albert Lea, MN Supercharger",albertleasupercharger,6294,811 E Plaza St,Albert Lea,MN,56007,"<p><strong>Charging</strong><br />4 Superchargers, available 24/7, up to 150kW</p>",AmericInn Lodge & Suites Albert Lea,0,43.68606,-93.357721,"['supercharger', 'standard charger']",4.0,150.0,152.0,2014-01-15,Minnesota,5639632.0,low
"Worthington, MN Supercharger",worthingtonsupercharger,6553,1290 Ryans Rd,Worthington,MN,56187,"<p><strong>Charging</strong><br />6 Superchargers, available 24/7, up to 150kW</p>",Ground Round Grill & Bar,0,43.63385,-95.595647,"['supercharger', 'standard charger']",6.0,150.0,153.0,2013-12-11,Minnesota,5639632.0,low
Duluth Supercharger,duluthsupercharger,10199,200 West 1st Street,Duluth,MN,55802,"<p><strong>Charging</strong><br />4 superchargers, available 24/7, up to 150kW</p>",The Holiday Inn,0,46.784467,-92.10232,"['supercharger', 'standard charger']",4.0,150.0,645.0,2015-07-17,Minnesota,5639632.0,low
Baxter Supercharger,baxtersupercharger,12023,6967 Lake Forest Road,Baxter,MN,56425,"<p><strong>Charging</strong><br />8 superchargers, available 24/7, up to 150kW</p>",The Arrowwood Lodge at Brainerd Lake,0,46.378836,-94.256378,"['supercharger', 'standard charger']",8.0,150.0,714.0,2015-10-21,Minnesota,5639632.0,medium
Hinckley Supercharger,hinckleysupercharger,12024,404 Fire Monument Road,Hinckley,MN,55037,"<p><strong>Charging</strong><br />8 superchargers, available 24/7, up to 150kW</p>",Tobies Restaurant,0,46.009797,-92.93137,"['supercharger', 'standard charger']",8.0,150.0,713.0,2015-10-21,Minnesota,5639632.0,medium
Oakdale Supercharger,oakdalesupercharger,19849,7180 10th St N,Oakdale,MN,55128,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 150kW</p>",Hy-Vee,0,44.964892,-92.961249,"['supercharger', 'standard charger']",8.0,150.0,859.0,2016-08-17,Minnesota,5639632.0,medium
Clearwater Supercharger,clearwatersupercharger,23459,950 MN-24,Clearwater,MN,55320,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 150kW</p>",The Clearwater Travel Plaza,0,45.411899,-94.054852,['supercharger'],8.0,150.0,956.0,2016-12-22,Minnesota,5639632.0,medium
"Minneapolis, MN Supercharger",minneapolissupercharger,28569,1650 New Brighton Boulevard,Minneapolis,MN,55413,"<p><strong>Charging</strong><br/>10 superchargers, available 24/7, up to 250kW</p>",Target,0,45.004478,-93.228702,"['supercharger', 'standard charger']",10.0,250.0,2117.0,2020-10-07,Minnesota,5639632.0,medium
"Rochester, MN Supercharger",rochestermnsupercharger,28630,500 Crossroads Dr,Rochester,MN,55902-2183,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Hy-Vee,0,44.006337,-92.470924,"['supercharger', 'standard charger']",8.0,150.0,1228.0,2017-10-21,Minnesota,5639632.0,medium
"Sherburn, MN Supercharger",sherburnmnsupercharger,28670,600 MN-4,Sherburn,MN,56171-0000,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Kum & Go,0,43.661514,-94.732824,"['supercharger', 'standard charger']",8.0,150.0,1180.0,2017-11-19,Minnesota,5639632.0,medium
"Bloomington, MN",BloomingtonMNsupercharger,34127,,Bloomington,MN,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,44.840754,-93.29828,"['supercharger', 'standard charger']",,,,,Minnesota,5639632.0,
"Maple Grove, MN",MapleGroveMNsupercharger,34529,,Maple Grove,MN,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,45.0724642,-93.4557877,"['supercharger', 'standard charger']",,,,,Minnesota,5639632.0,
"St. Paul, MN",StPaulMNsupercharger,34706,,St. Paul,MN,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,44.953668,-93.089591,"['supercharger', 'standard charger']",,,,,Minnesota,5639632.0,
"Minnetonka, MN Supercharger",minnetonkasupercharger,43634,13201 Ridgedale Drive,Minnetonka,MN,55305,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Target,0,44.970509,-93.446701,"['supercharger', 'standard charger']",8.0,250.0,2315.0,2020-08-27,Minnesota,5639632.0,medium
"St. Louis Park, MN Supercharger",stlouisparksupercharger,43703,3601 Highway 100 South,St. Louis Park,MN,55416,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Target,0,44.936292,-93.348112,"['supercharger', 'standard charger']",8.0,250.0,2107.0,2020-05-27,Minnesota,5639632.0,medium
"Robbinsdale, MN Supercharger",robbinsdalemnsupercharger,51214,3501 West Broadway Avenue,Robbinsdale,MN,55422,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Hy-Vee,0,45.019569,-93.325799,"['supercharger', 'standard charger']",8.0,150.0,1947.0,2019-06-18,Minnesota,5639632.0,medium
"Albert Lea, MN - Happy Trails Lane Superchargers",albertleatrailssupercharger,52020,820 Happy Trails Lane,Albert Lea,MN,56007,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 150kW</p>",Trails Travel Center,0,43.657558,-93.318197,"['supercharger', 'standard charger']",10.0,150.0,1934.0,2019-08-15,Minnesota,5639632.0,medium
"Alexandria, MN Supercharger",alexandriamnsupercharger,53062,4404 MN-29,Alexandria,MN,56308,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",,0,45.850448,-95.389237,"['supercharger', 'standard charger']",8.0,250.0,1548.0,2020-02-14,Minnesota,5639632.0,medium
"Bemidji, MN",BemidjiMNsupercharger,55723,,Bemidji,MN,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,47.471575,-94.882677,"['supercharger', 'standard charger']",,,,,Minnesota,5639632.0,
"Mankato, MN",MankatoMNsupercharger,55876,,Mankato,MN,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,44.163002,-93.9993,"['supercharger', 'standard charger']",,,,,Minnesota,5639632.0,
"Vadnais Heights, MN",VadnaisHeightsMNsupercharger,56052,,Vadnais Heights,MN,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,45.050541,-93.0693,"['supercharger', 'standard charger']",,,,,Minnesota,5639632.0,
"Angola, IN Supercharger",angolasupercharger,6298,3855 Indiana 127,Angola,IN,46703,"<p><strong>Charging</strong><br />6 Superchargers, available 24/7, up to 150kW</p>",Ramada Angola,0,41.699048,-85.000326,"['supercharger', 'standard charger']",6.0,150.0,147.0,2013-12-09,Indiana,6732219.0,low
"Mishawaka, IN Supercharger",mishawakasupercharger,6448,6501 Grape Rd,Mishawaka,IN,46545,"<p><strong>Charging</strong><br />6 Superchargers, available 24/7, up to 150kW</p>",University Park Mall,0,41.717337,-86.18863,"['supercharger', 'standard charger']",6.0,150.0,148.0,2013-12-11,Indiana,6732219.0,low
"Lafayette, IN Supercharger",lafayettesupercharger,6811,4901 State Rd. 26E,Lafayette,IN,47905,"<p><strong>Charging</strong><br />8 Superchargers, available 24/7, up to 150kW</p>",Meijer,0,40.416707,-86.814045,"['supercharger', 'standard charger']",8.0,150.0,355.0,2014-10-10,Indiana,6732219.0,medium
"Indianapolis, IN Supercharger",indianapolissupercharger,6863,5120 Victory Dr,Indianapolis,IN,46201,"<p><strong>Charging</strong><br />8 Superchargers, available 24/7, up to 150kW</p>",La Quinta South Indianapolis,0,39.702238,-86.07959,"['supercharger', 'standard charger']",8.0,150.0,333.0,2014-10-30,Indiana,6732219.0,medium
